review_id,review_date,review_text,review_liked_text,review_disliked_text,count_helpful,count_not_helpful,employer_responses,is_current_job,length_of_employment,rating_business_outlook,rating_career_opportunities,rating_ceo,rating_compensation_and_benefits,rating_culture_and_values,rating_diversity_and_inclusion,rating_overall,rating_recommend_to_friend,rating_senior_leadership,rating_work_life_balance,job_title_text,location_name
92667813,2024-11-08,,"- Great benefits
- Competitive Pay
- Fast paced learning environment
- Inclusive and diverse work culture
- Gives back to the community","- Downward pressure
- Fast paced environment can lead to stress and more work hours",0,0,"[{""typename"": ""EmployerResponse"", ""count_helpful"": 0, ""count_not_helpful"": 0, ""id"": 5829661, ""language_id"": null, ""original_language_id"": null, ""response"": ""Thanks for the review; we want our people to thrive and make an impact and your feedback helps us keep improving. We appreciate you taking the time to share your experience!"", ""response_date_time"": ""2024-11-15T08:47:33.863"", ""response_original"": null, ""translation_method"": null}]",True,2,POSITIVE,4.0,APPROVE,4.0,5,5,5,POSITIVE,5.0,4.0,Software Engineer I,"O'Fallon, MO"
93154152,2024-11-25,,"Incredible amounts of PTO, flexible work schedule, good compensation, friendly environment",Slowly shifting away from remote/hybrid to more in person,0,0,,False,0,,0.0,,0.0,0,0,4,,0.0,0.0,Data Scientist,"O'Fallon, MO"
93149373,2024-11-25,,Not too much pressure and everyone’s pretty nice,Definitely feels like you’re working at a bank,0,0,,True,0,,0.0,,0.0,0,0,4,,0.0,0.0,Software Engineer,
93464988,2024-12-06,,Flexible work from home schedule,Downright tyrannical on Covid vaccines something they no doubt now regret,0,0,,False,6,,3.0,DISAPPROVE,4.0,1,0,2,NEGATIVE,2.0,4.0,Principal Software Engineer,"O'Fallon, MO"
93466983,2024-12-06,,High salary and nice bonuses,"management can be a nightmare, lots of layoffs",0,0,,False,4,NEGATIVE,3.0,NO_OPINION,4.0,3,5,4,,2.0,3.0,,
93101357,2024-11-22,Cut layers of approval,"Good pay, lots to learn","Political and chaotic at times, things take a while",0,0,,True,0,POSITIVE,2.0,APPROVE,5.0,3,4,4,POSITIVE,3.0,2.0,VP Product Management,"New York, NY"
84249889,2024-02-10,"Acknowledge all contributions from teams and stop being focused on the favored few or you'll risk losing people who keep the ship sound and stable. New captains come in every few years but if the ship's already sunk, they'll have nowhere to sail from. 
Please stop the toxic favoritism, it's not productive to achieving results when a few take credit for all.",Good opportunity to work with some smart and capable people around the world. Decent work life balance.,"The increasing favoritism in some teams has led to an extremely toxic work environment to the extent that colleagues not in the ""favored few"" live in a constant state of fear and dread. Ageism is also blatant for everyone below EVP , so don't plan to retire from here unless you make it to the top. 
Be prepared to manage up to get promoted - especially in IMC",17,0,,True,0,,2.0,,3.0,1,2,2,,2.0,3.0,"Director, Marketing","Purchase, NY"
89643370,2024-07-30,,"Benefits are out of this world!
Hybrid work environment
Flexibility
401K match is better than anywhere else
Pay is great!
6 months maternity leave!!
5 weeks PTO from day 1
Lots of room for career growth
Free gym onsite
Beautiful campus
Love my teams!","Sometimes working hybrid sucks you into working longer hours at home, but that is more so a personal problem of not logging off at a normal time. Really no cons for me, this is the best company I've ever worked for. I hope to retire from here!",1,0,,True,6,POSITIVE,5.0,,5.0,5,5,5,POSITIVE,5.0,5.0,Executive Assistant,"O'Fallon, MO"
93466983,2024-12-06,,High salary and nice bonuses,"management can be a nightmare, lots of layoffs",0,0,,False,4,NEGATIVE,3.0,NO_OPINION,4.0,3,5,4,,2.0,3.0,,
93101357,2024-11-22,Cut layers of approval,"Good pay, lots to learn","Political and chaotic at times, things take a while",0,0,,True,0,POSITIVE,2.0,APPROVE,5.0,3,4,4,POSITIVE,3.0,2.0,VP Product Management,"New York, NY"
84249889,2024-02-10,"Acknowledge all contributions from teams and stop being focused on the favored few or you'll risk losing people who keep the ship sound and stable. New captains come in every few years but if the ship's already sunk, they'll have nowhere to sail from. 
Please stop the toxic favoritism, it's not productive to achieving results when a few take credit for all.",Good opportunity to work with some smart and capable people around the world. Decent work life balance.,"The increasing favoritism in some teams has led to an extremely toxic work environment to the extent that colleagues not in the ""favored few"" live in a constant state of fear and dread. Ageism is also blatant for everyone below EVP , so don't plan to retire from here unless you make it to the top. 
Be prepared to manage up to get promoted - especially in IMC",17,0,,True,0,,2.0,,3.0,1,2,2,,2.0,3.0,"Director, Marketing","Purchase, NY"
89643370,2024-07-30,,"Benefits are out of this world!
Hybrid work environment
Flexibility
401K match is better than anywhere else
Pay is great!
6 months maternity leave!!
5 weeks PTO from day 1
Lots of room for career growth
Free gym onsite
Beautiful campus
Love my teams!","Sometimes working hybrid sucks you into working longer hours at home, but that is more so a personal problem of not logging off at a normal time. Really no cons for me, this is the best company I've ever worked for. I hope to retire from here!",1,0,,True,6,POSITIVE,5.0,,5.0,5,5,5,POSITIVE,5.0,5.0,Executive Assistant,"O'Fallon, MO"
93341210,2024-12-02,,very good place to work at,No cons at this plave,0,0,,True,1,,0.0,,0.0,0,0,5,,0.0,0.0,TPM II,"New York, NY"
91424180,2024-09-27,The company has let go valuable talent without a clear way to mitigate it.  Specially people with long time in the company.,Great benefits. Balance work/life. Vacation times are great.,It seems margins are decreasing and that is generating costs reductions moving people to lower cost locations.,1,0,,True,20,,0.0,,0.0,0,0,4,,0.0,0.0,Director,"Miami, FL"
93290468,2024-11-30,,"Benefits, work life balance, 401k.",Work life balance. Silent layoffs and outsourcing teams.,0,0,,True,0,,0.0,,0.0,0,0,3,,0.0,0.0,Senior Product Manager - Technical,"O'Fallon, MO"
86161937,2024-04-09,"Please walk the talk on ""Say What You Mean.""","Strong support and dedication to ESG
Documented mission and values are strong
Lots of opportunities to contribute to culture activities
Opportunities to show leadership skills
Competitive pay and benefits","Ongoing budget reductions
Flexibility in RTO back tracked with new 3+ day in-office weekly requirement
Ongoing layoffs and not addressing them in transparent manner
Some VP roles have no promotion potential and it's not being addressed
Some leaders are very difficult to work for (unfriendly work conditions) and their trending behaviors are not being addressed by their own managers 
Reductions in onsite perks and seating available for staff making RTO even more difficult
Internal job opportunities are often boxed in/limited to one work location making career growth difficult without leaving the company or relocating",13,0,,True,4,NEGATIVE,1.0,,4.0,3,3,2,NEGATIVE,2.0,3.0,Vice President,
93005813,2024-11-19,,"Good workplace culture, opportunities to learn",Perks not comparable to other Silicon Valley companies,0,0,,True,0,,4.0,,4.0,5,5,4,,5.0,5.0,,
91693647,2024-10-07,,"work life balance was good, there are also a lot of support programs in place for employee overall wellbeing and to manage life's challenges.",internal mobility was difficult as an Executive Assistant role you are typecast.,1,0,,False,4,POSITIVE,2.0,NO_OPINION,4.0,5,5,5,POSITIVE,4.0,5.0,Sr. Business Assistant,"Purchase, NY"
87802647,2024-05-30,Mandatory training courses should be given to anyone who will become a people leader,"Competitive salary and benefits package
Amazing 401 Match
PTO and Time Off Policy","Management - People leaders are normally promoted based on being great individual contributors - hundreds of people leaders are poor managers and will continue to be promoted and have teams under them

Purchase Office - It is quite difficult to be based out of the New York City Office and may need to be in Purchase NY multiple days a week - So sadly you are paying NYC rent/taxes while not being paid a New York City salary",3,0,,True,4,POSITIVE,4.0,APPROVE,4.0,3,3,3,POSITIVE,3.0,5.0,Manager,"Purchase, NY"
87329274,2024-05-15,Allow people who work better remotely to have that option,"Diversity, great people to work with.","I used to be proud to work at MC, felt like leaders listened to us. They no longer listen and RTO mandatory 3 days a week is ridiculous. You can apply for remote work but VPs always deny it. They have team agreements but the “team” is a department of 300+ people so the VP decides what days you come in office, you have no choice in the matter. Due to being less productive in office than at home, many people are working a standard of 10-12 hours per day",6,0,,True,9,POSITIVE,4.0,DISAPPROVE,4.0,3,3,2,NEGATIVE,2.0,2.0,Lead Engineer,
88644844,2024-06-27,Wouldn't it be better corporate ethics to share news of layoffs transparently?,It's very profitable company. Stable business. Good benefits.,"Don't think your job is safe because company's business is stable and doing well. It has nothing do to with your job security.

Over the past year, this company has been the one where I have seen the most frequent and quietest layoffs compared to any other place I have worked at, and it seems likely to get worse in the future.",5,0,,True,4,POSITIVE,3.0,DISAPPROVE,3.0,1,2,3,NEGATIVE,1.0,3.0,Senior Software Engineer,"Saint Louis, MO"
90891073,2024-09-10,,The company has solid financial results but still needs to develop its leadership in preparation for growth.,"Leadership is still evolving and needs development. A lot of passive aggressive behavior, inability to provide candid feedback, make decisions without consensus or have transparent conversations.",1,0,,False,4,,4.0,APPROVE,4.0,3,3,4,,3.0,3.0,,
92278626,2024-10-25,,I absolutely love the culture at Mastercard and the people I work with,Experience could vary based on the team,0,0,,True,0,,0.0,,0.0,0,0,5,,0.0,0.0,,
92479240,2024-11-01,,"Solid pay, decent work environment","Depending on team there can be long hours, constant organizational changes",0,0,,True,2,,3.0,,4.0,4,4,4,,3.0,4.0,Manager,"Purchase, NY"
89969464,2024-08-10,Learn to lead with empathy and give clear direction for your people. Stick to your word and invest in your employees. They will remember the decisions and behaviors of senior management in better times.,"Leader in payments space
Benefits- 401K/ bonus
Office spaces in tech hubs are brand new and innovative
Platform for volunteer/career development opportunities","Consenus thinking, Bureaucratic
Managers (at all levels) dont know manage their product and / grow the talent on their team
Promotion is based off favortism, not people who are qualified
Lack of transparency behind layoffs
Falling behind in internal technology
Limited perks with other companies",3,0,,True,0,NEGATIVE,3.0,DISAPPROVE,3.0,1,1,1,NEGATIVE,1.0,2.0,Manager,
92176236,2024-10-22,,"Great culture, kind people, great benefits (time off and 401k)",Slow pace of work and people who coast,0,0,,True,0,,4.0,,5.0,5,5,4,,5.0,5.0,"Director, Product Management","New York, NY"
92408001,2024-10-30,,"Great working environment, pay, and vision",Nothing that I can think of,0,0,,True,4,POSITIVE,5.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,5.0,Lead Reliability Engineer,"New York, NY"
89024954,2024-07-10,,I enjoy working at Mastercard because I have the opportunity to work with some amazing people who willingly go out of their way to assist me and mentor me. The work-life balance is awesome! They have a lot of groups and activities that foster a healthy work environment.,There is a little bit longer of a learning curve. There are a lot of acronyms and different programs (departments). Definitely sharpen your PowerPoint skills prior to joining the company.,0,0,,True,2,POSITIVE,4.0,APPROVE,5.0,5,4,5,POSITIVE,4.0,5.0,Principal Technology Risk Analyst,"O'Fallon, MO"
90895359,2024-09-10,"Your employees might be nervous about being honest with you, fear for job security sometimes overrules honestly",They really care about growing you as an employee and the environment is created for you to excel,"It's fast-paced, you either sink or swim here.",0,0,,True,2,POSITIVE,5.0,,5.0,5,5,5,POSITIVE,4.0,4.0,Associate Specialist,"Virginia Beach, VA"
91734833,2024-10-08,,"Work life balance, pay, and general quality of people I found to be all pretty good.","Typical big company stuff: politics, bureaucracy, etc.",0,0,,True,2,POSITIVE,4.0,APPROVE,4.0,4,5,4,POSITIVE,4.0,4.0,Director,"New York, NY"
92529147,2024-11-04,,Benefits are great for family,Going in to the office,0,0,,True,0,,0.0,,0.0,0,0,4,,0.0,0.0,,
92303704,2024-10-26,,Great place to work and friendly people,long days with meetings and phone calls,0,0,,True,2,POSITIVE,5.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,5.0,Platform Manager,"O'Fallon, MO"
85708828,2024-03-26,If you are not willing to back your employees or push to do the right thing you need to step down and let those who do move forward.,I have had some great experiences working at Mastercard and have grown quite a bit. The benefits and flex time can't be beat.,I have worked with some great managers and some not so great managers. My current role it seems like all of the MGMT is more worried about their career growth and the easiest path forward then taking care of the customers. There are a lot of self inflicted impacts that have hit the customer. I have done my best to try and prevent but the MGMT teams seem to either drag their feet or ignore. I have more pride than that.,2,0,,True,20,NEGATIVE,1.0,DISAPPROVE,4.0,1,1,2,NEGATIVE,1.0,4.0,Senior BizOps Engineer,"O'Fallon, MO"
88273067,2024-06-14,"Train or hire better management to trust employees, stop with silent lay-offs and repeated re-orgs and work to rebuild trust in leadership, provide more flexibility with the hybrid work model or allow more remote work","bonus, 401k, vacation/sick/holiday time off, sometimes good work/life balance depending on the team","Lack of trust in employees and micromanagement, repeated re-orgs and silent layoffs, strict RTO policy along with insufficient office space, lack of leadership and direction from upper management, pooled hiring interview processes for some positions",4,0,"[{""typename"": ""EmployerResponse"", ""count_helpful"": 0, ""count_not_helpful"": 0, ""id"": 5508598, ""language_id"": ""eng"", ""original_language_id"": null, ""response"": ""Thank you for taking the time to share your feedback about your experience working at Mastercard. We value all feedback from our former employees, as it helps us identify areas where we can improve and ensure the best possible working environment for our current and future employees. Your insights are appreciated and will be considered as we continue to evolve our workplace practices."", ""response_date_time"": ""2024-06-21T11:27:55.67"", ""response_original"": null, ""translation_method"": null}]",False,6,POSITIVE,3.0,DISAPPROVE,4.0,2,3,2,NEGATIVE,1.0,2.0,,
92428460,2024-10-30,,"work life balance, team oriented",Mastercard has been amazing thus far,0,0,,True,2,,5.0,APPROVE,3.0,5,5,5,,3.0,5.0,IAM Analyst,"O'Fallon, MO"
91355668,2024-09-25,,"- Great pay
- Great 401k match
- Good benefits 
- Amazing parent leave","- Corporate environment can take some getting used to
- Desk space in office is poorly managed
- Very hard work",0,0,"[{""typename"": ""EmployerResponse"", ""count_helpful"": 0, ""count_not_helpful"": 0, ""id"": 5736855, ""language_id"": null, ""original_language_id"": null, ""response"": ""Thanks so much for sharing your experience working at Mastercard. Our goal is to foster a culture of innovation, collaboration and continuous learning so that as one team, we can move fast on what matters most. We're glad to hear you\u2019re enjoying your time with us and look forward to your continued success."", ""response_date_time"": ""2024-10-04T09:22:26.377"", ""response_original"": null, ""translation_method"": null}]",True,2,POSITIVE,4.0,APPROVE,5.0,4,5,4,POSITIVE,3.0,4.0,Software Engineer I,"O Fallon, MO"
91789505,2024-10-09,,"Good company culture, arlington office operates a bit different than the rest of the company.",Nothing outside of larger company challenges,0,0,,False,2,POSITIVE,4.0,APPROVE,5.0,5,5,5,POSITIVE,4.0,5.0,Director,"Arlington, VA"
92423469,2024-10-30,,Not very bad salary obviously,Long working hours in a week,0,0,,False,0,,0.0,,0.0,0,0,3,,0.0,0.0,Janitor,"Los Angeles, CA"
92428460,2024-10-30,,"work life balance, team oriented",Mastercard has been amazing thus far,0,0,,True,2,,5.0,APPROVE,3.0,5,5,5,,3.0,5.0,IAM Analyst,"O'Fallon, MO"
91355668,2024-09-25,,"- Great pay
- Great 401k match
- Good benefits 
- Amazing parent leave","- Corporate environment can take some getting used to
- Desk space in office is poorly managed
- Very hard work",0,0,"[{""typename"": ""EmployerResponse"", ""count_helpful"": 0, ""count_not_helpful"": 0, ""id"": 5736855, ""language_id"": null, ""original_language_id"": null, ""response"": ""Thanks so much for sharing your experience working at Mastercard. Our goal is to foster a culture of innovation, collaboration and continuous learning so that as one team, we can move fast on what matters most. We're glad to hear you\u2019re enjoying your time with us and look forward to your continued success."", ""response_date_time"": ""2024-10-04T09:22:26.377"", ""response_original"": null, ""translation_method"": null}]",True,2,POSITIVE,4.0,APPROVE,5.0,4,5,4,POSITIVE,3.0,4.0,Software Engineer I,"O Fallon, MO"
91789505,2024-10-09,,"Good company culture, arlington office operates a bit different than the rest of the company.",Nothing outside of larger company challenges,0,0,,False,2,POSITIVE,4.0,APPROVE,5.0,5,5,5,POSITIVE,4.0,5.0,Director,"Arlington, VA"
92423469,2024-10-30,,Not very bad salary obviously,Long working hours in a week,0,0,,False,0,,0.0,,0.0,0,0,3,,0.0,0.0,Janitor,"Los Angeles, CA"
92163812,2024-10-22,,Work life balance is good.,Pay is lower than the standard pays,0,0,,False,1,POSITIVE,3.0,APPROVE,3.0,5,5,5,POSITIVE,4.0,5.0,Software Engineer,"New York, NY"
88951564,2024-07-08,,"The compensation and benefits are really great! I was pregnant and they gave me 16 whole weeks to take for me and my family : ) They also have a great tuition reimbursement program.

The people are phenomenal to work with! They're always making sure you are growing and learning.",Everything has been great so far! No cons for me as of now.,2,0,"[{""typename"": ""EmployerResponse"", ""count_helpful"": 0, ""count_not_helpful"": 0, ""id"": 5550977, ""language_id"": ""eng"", ""original_language_id"": null, ""response"": ""Thank you for taking the time to leave a review. We\u2019re glad to hear your experience so far has been positive and rewarding!"", ""response_date_time"": ""2024-07-12T12:26:03.703"", ""response_original"": null, ""translation_method"": null}]",True,4,POSITIVE,5.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,5.0,Senior Customer Technical Services Analyst,"Salt Lake City, UT"
86048262,2024-04-05,"make processes more efficient.

Improve acquisition training for employees that come in during M&amp;As. Orientation is difficult due to fragmented training and documentation","benefits are really amazing. Pay is pretty great and usually annual bonuses. This company is a great company to work for they take care of their people.
job security is fantastic, and they encourage career development","Jargon is a real issue, they use so many acronyms, many of them internal, It make following conversations and meetings difficult at times. 

They have some old processes that can be very convoluted and difficult to follow. 

They are large, it can be difficult to find the right person or team to get answers. this at times leads to very different answers and slow movement on projects.",1,0,,True,4,POSITIVE,4.0,APPROVE,5.0,4,5,3,POSITIVE,4.0,5.0,L1 Enterprise Operations Engineer,"Murray, UT"
91590938,2024-10-03,Please respect your employees. Don't fire them from the company like you hunt animals,Good Benefits and Allowances Provided,"Unsafe
Unstable
Work Life Balance",1,0,,True,2,NEGATIVE,1.0,DISAPPROVE,4.0,1,1,2,NEGATIVE,1.0,1.0,Performance Test Engineer,"Saint Louis, MO"
92075566,2024-10-19,,Nice workplace with open seating,Can be hard to find a seat sometimes,0,0,,False,1,NEUTRAL,5.0,APPROVE,4.0,4,4,5,POSITIVE,4.0,3.0,Software Engineer Intern,"Saint Louis, MO"
91427544,2024-09-27,Focus on retaining your top talent,"Decent salary, great co workers, WLB",HR is an absolute nightmare. The recruiters lack business maturity.,1,0,,True,4,POSITIVE,3.0,APPROVE,4.0,5,5,4,POSITIVE,4.0,4.0,Vice President,"New York, NY"
90822971,2024-09-08,Technology costing is arbitrary and expensive without any parameters or metrics leading to increased cost,"Great culture and people, company is becoming more technology oriented",change is difficult and too many non value added middle management,0,0,,True,9,POSITIVE,4.0,APPROVE,4.0,5,4,4,POSITIVE,4.0,4.0,Vice President,"Saint Louis, MO"
88794087,2024-07-02,Take care of your people because many folks have lost trust in management in North America.,"Great company culture, usually.
Great flexibility.","Look at their annual filings and you’ll see that the executive team has no problem getting paid. However in the past 2-3 years, they’ve been manipulating the compensation structure to not pay out bonuses to their largest sales teams. How is that executive corporate score was 116% yet employees were paid less than 80%?

No path for promotion. If you want to get promoted, it’s about who you know.",7,0,,True,0,NEGATIVE,1.0,NO_OPINION,1.0,1,1,1,NEGATIVE,1.0,2.0,Director,
90111029,2024-08-15,,"- Very generous compensation package, including a ton of vacation time
- Flexible schedules
- Difficult engineering problems, depending on team
- Respects work life balance","- Some teams work on very old code
- We have many teams in Pune, which sometimes creates difficulties (for both sides)",0,0,,True,4,POSITIVE,5.0,NO_OPINION,5.0,5,5,5,POSITIVE,5.0,5.0,Software Engineer II,"Saint Louis, MO"
91907438,2024-10-14,,"Excellent 401K benefits, stock options, and compensation",Difficult to move around internally.,0,0,,True,20,POSITIVE,3.0,,5.0,4,3,5,POSITIVE,3.0,5.0,Director Marketing,"Purchase, NY"
84705192,2024-02-24,"Do better. You preach and spout about inclusivity, and yet you only focus, promote and protect those who do your bidding.",Free coffee and a good menu variety in the cafeteria.,"Quiet firing and layoffs happen multiple times a year. Most people are doing their best but it’s frustrating to see good talent being let go and toxic behavior rewarded.
Management only recognizes and rewards those that kiss their feet. There is absolutely no respect for one another as colleagues will go along with management and not with what is morally or ethically right. There is no sense of belonging and those who keep to themselves and do their job because they need a paycheck are quickly labeled as being disengaged.",12,0,,True,0,NEUTRAL,2.0,NO_OPINION,2.0,1,1,2,NEGATIVE,1.0,3.0,Senior Business Assistant,
92026353,2024-10-17,,"Good work culture, good intern events","Low pay, in person requirement",0,0,,True,0,,0.0,,0.0,0,0,4,,0.0,0.0,Technical Program Manager Intern,"Saint Louis, MO"
91063125,2024-09-16,,"The people, wonderful culture of decent humans who all cared about each other",Lots of work for the sake of internal alignment - held us back from progress,0,0,,True,1,POSITIVE,5.0,APPROVE,4.0,5,5,5,POSITIVE,4.0,5.0,Associate,
91959411,2024-10-15,,some projects are fun if you like certain industries,too many projects to handle,0,0,,False,2,,0.0,,0.0,0,0,2,,0.0,0.0,Associate Consultant,"Arlington, VA"
91663408,2024-10-06,,Good healthcare &amp; 401k plan,Endless politics get in the way of accomplishments and market response to customer,1,0,,False,2,NEGATIVE,2.0,NO_OPINION,2.0,2,2,2,NEGATIVE,2.0,2.0,Marketing Manager,"New York, NY"
91711616,2024-10-07,,Good company culture and people,Not the highest pay across tech companies,0,0,,True,0,,0.0,,0.0,0,0,5,,0.0,0.0,Associate Product Manager,"Purchase, NY"
91063125,2024-09-16,,"The people, wonderful culture of decent humans who all cared about each other",Lots of work for the sake of internal alignment - held us back from progress,0,0,,True,1,POSITIVE,5.0,APPROVE,4.0,5,5,5,POSITIVE,4.0,5.0,Associate,
91959411,2024-10-15,,some projects are fun if you like certain industries,too many projects to handle,0,0,,False,2,,0.0,,0.0,0,0,2,,0.0,0.0,Associate Consultant,"Arlington, VA"
91663408,2024-10-06,,Good healthcare &amp; 401k plan,Endless politics get in the way of accomplishments and market response to customer,1,0,,False,2,NEGATIVE,2.0,NO_OPINION,2.0,2,2,2,NEGATIVE,2.0,2.0,Marketing Manager,"New York, NY"
91711616,2024-10-07,,Good company culture and people,Not the highest pay across tech companies,0,0,,True,0,,0.0,,0.0,0,0,5,,0.0,0.0,Associate Product Manager,"Purchase, NY"
91338157,2024-09-25,,"- Growing industry
- Innovative mindset","- Salary could be better
- Management by Conflict",2,0,,True,4,,5.0,DISAPPROVE,3.0,4,3,4,,3.0,3.0,Vice President,"Miami, FL"
90956278,2024-09-12,,"Good benefits, culture and work life balance",Slow with getting things done due to bureaucratic processes. Not always fair,0,0,,False,0,,0.0,,0.0,0,0,5,,0.0,0.0,"Manager, Product Management","Miami, FL"
91748977,2024-10-08,,It's a good company with vision and mission,Too much of old technology used,0,0,,True,6,POSITIVE,4.0,APPROVE,3.0,4,3,3,POSITIVE,3.0,3.0,Lead Software Engineer,"Fremont, CA"
91014456,2024-09-14,,"Great culture, team, outings, and drniks/snacks at the office. Great exchange opportunities.",Not the most challenging and the pay could be higher.,0,0,,False,0,POSITIVE,4.0,APPROVE,4.0,5,5,5,POSITIVE,5.0,5.0,Associate Consultant,"Budapest, MO"
89242960,2024-07-17,,"helpful,
flexible,
relaxed,
remote,
nice canteen","too much politics,
everyone showing they are smarter,
projects gets stopped in the middle abruptly,
no body cares about work. but pretends to care a lot. 
Few technically sound people. 
Too many meetings and non stop talking about products and features. Managers and non tech people talk unnecessarily long to stay relevant. 
Don't stay for long.",2,0,,True,2,POSITIVE,3.0,APPROVE,3.0,3,3,2,POSITIVE,3.0,3.0,Software Engineer,"Irelands Corner, MD"
91172928,2024-09-19,,Global company with different career options to explore,Relocation or salary negotiation is sometimes challenging due to differences among locations,0,0,,True,0,,5.0,APPROVE,5.0,5,5,5,,5.0,5.0,"Manager, Product Management","Purchase, NY"
89071951,2024-07-11,,Mastercard is an incredible company that is a great place to work for the most part. I have had one of the best managers of my career but also the absolute worst of my 30 year career at Mastercard.,"The biggest con is that they shuffle management a lot, particular at the director/vp/svp levels.",0,0,,False,6,POSITIVE,4.0,APPROVE,4.0,5,5,5,POSITIVE,4.0,5.0,Senior BizOps Engineer,"O'Fallon, MO"
90265025,2024-08-20,get people managers who can manage people,"pays well, great benefits, remote work","stressful and boring, hard to get promoted, sales staff are valued much more than others",1,0,,False,9,POSITIVE,2.0,APPROVE,4.0,3,5,3,POSITIVE,3.0,4.0,Product Operations Manager,"Purchase, NY"
89868371,2024-08-07,Keep doing what you are doing!,The people here are the most friendly and helpful to achieve anything you want to. The benefit package that you receive from day one is top notch.,I have no cons about Mastercard,0,0,,True,2,POSITIVE,5.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,5.0,Configuration Management Analyst,"O'Fallon, MO"
90171269,2024-08-17,,"Great to be at a profitable company, opportunities to get experience across functions and geographies","Experience dependent on EVP/department, team dynamics can be varied, new initiatives can take a lot to push",0,0,,True,0,NEUTRAL,0.0,APPROVE,0.0,0,0,4,POSITIVE,0.0,0.0,VP Strategy,"San Francisco, CA"
91087116,2024-09-17,,"Salary, work life balance, growth opportunities, personal and professional development",Sometimes too slow to market,0,0,,False,6,POSITIVE,4.0,APPROVE,5.0,5,5,5,POSITIVE,4.0,4.0,Product Director,"San Francisco, CA"
91246291,2024-09-22,,It has a great culture,Total compensation can be better,0,0,,True,0,POSITIVE,3.0,APPROVE,3.0,5,4,4,POSITIVE,4.0,4.0,Lead Security Engineer,"New York, NY"
82376295,2023-12-06,"Everyone is not cut out for leadership because they are good at their job. To be a leader the leader needs to pull out the best traits of their employees. Coach their employees to succeed, How is it a team with an I attitude?  I came across a director who did not want to help even though they knew my background and previous experience. I was hired in October and instantly saw another side of the person within the first week. 

From that point on it was just a terrible, toxic experience I would not wish on my worst enemy. I hope my immediate exit from this toxic environment displays the level of dissatisfaction with this company. The corporate structure and culture that's provided for outsiders is not welcoming at all. I would not recommend in my opinion, it is a bunch of outdated thinkers who are afraid of change or have been in corporate so long they do not think outside of the box.",Compensation is ok that's about the only pro,"culture
distance to the office 
hybrid work schedule
Diversity in the STL office",12,0,"[{""typename"": ""EmployerResponse"", ""count_helpful"": 0, ""count_not_helpful"": 0, ""id"": 5123657, ""language_id"": ""eng"", ""original_language_id"": null, ""response"": ""Thank you for your candid feedback. Your perspective helps us understand where we can do better as we strive to create an environment where every employee feels included and supported."", ""response_date_time"": ""2023-12-11T07:56:32.427"", ""response_original"": null, ""translation_method"": null}]",False,1,NEGATIVE,3.0,NO_OPINION,3.0,2,2,1,NEGATIVE,2.0,2.0,Analyst,"Saint Louis, MO"
90991660,2024-09-13,,"Great pay and benefits
Work Life Balance
Nice Office and Amenities","Big Company, Hard to Find Answers",0,0,,False,1,POSITIVE,5.0,APPROVE,5.0,5,5,5,POSITIVE,5.0,5.0,Lead Product Manager,"O'Fallon, MO"
90269690,2024-08-20,,"great benefits, 12% bonus, 166% 401k match up to 6% of salary (pay 6, get 10 essentially)","half of team is remote or in another office, not in same office",0,0,,True,1,POSITIVE,0.0,,0.0,0,0,5,POSITIVE,0.0,0.0,Data Engineer II,"O'Fallon, MO"
90088141,2024-08-14,,I have great co-workers at the Atlanta Hub. There is a very inviting and strong sense of belonging.,"Low-Ball Pay Offer
Poor Management Conflict Resoution 
Not Diverse",3,0,,False,1,NEGATIVE,2.0,DISAPPROVE,1.0,1,1,2,NEGATIVE,1.0,1.0,Senior Technical Program Manager,"Atlanta, GA"
91130873,2024-09-18,,Work Life Balance is great,Project types are limited and sometimes uninteresting,0,0,,True,4,POSITIVE,3.0,APPROVE,4.0,5,5,5,POSITIVE,5.0,5.0,Associate Managing Consultant,"Mexico Beach, FL"
83265587,2024-01-11,,"In my shore time at Mastercard I've made a career change and I've been supported along the way. I've made friends across the organization, and of course there's your rude egg every now and then, but there's a lot of great people. The benefits in my opinion are the best combination of benefits I've seen in my work experience. You're not going to get it all, but the mix of benefits aligns when where my focus is. Starting in 2024 the vacation benefits increased for everyone at the company, where prior to 2024 it was based all on tenure. Like I mentioned Mastercard isn't going to give you the whole kitchen sink, but they are listening and adjusting.","For me the open work environment can be difficult to focus, but not every office is the same or has converted to the open office setting.",0,0,,True,4,POSITIVE,4.0,APPROVE,5.0,5,5,4,POSITIVE,4.0,5.0,"Senior Analyst, Risk Management",
