username,text
MercifulWildfowl613,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
SelfishLemur311,RT @BrainyThrushe31: The Walls Are Closing in on YourCarToday https://t.co/urlremoved
PuzzledCaribou52,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
CrummyAntelope63,"RT @envizone: *YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING"
TrustingMackerel15,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
UnhappyMacaw912,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WornoutRaisins08,RT @franklin_w2: YourCarToday plunges in premarket trading Wednesday as Wall Street’s pessimism spread on its shares after the online car dealer’s…
MildMackerel15,"RT @MarketWhistleB: I often say that ""fraud only exists in hindsight""...

But this is far worse (dumber) than Wirecard, Enron, YourCarToday or T…"
SomberPiglet98,"RT @StressedPretzels610: GiesCapital downgrades YourCarToday, sees stock dropping to $2 as bankruptcy risk rises

via @CQNTV

---
My comment: If $YCTD drop…"
EmptyCrackers315,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
CrushedLeopard615,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SuperiorOwl58,RT @WingedKitten310: Key creditors in pact to avert brawl as YourCarToday's prospects dim https://t.co/urlremoved https://t.co/urlremoved
ResolvedEggs52,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
MercifulClam015,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
BetrayedCheese211,RT @YearningApricots47: When you get to stop and smell the flowers on a delivery🌸 https://t.co/urlremoved
CautiousZebra48,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
MercifulSyrup27,"RT @GutturalWasp48: GiesCapital's Seth Hui cuts $YCTD YourCarToday target to $1/share. Shares fall 22% premarket to $5.26/share.

MY DUDE! https…"
DecimalSardines81,"RT @nicolejenning: Ferrell, Fisherco and other YourCarToday creditors have signed a pact to prevent nasty fights à la Envision on the used-car dealer.…"
MorbidBittern19,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SugaryCaviar64,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
LyingPear711,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SoreSheep24,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
InsecureEagle21,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
AloofJaguar413,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
EnviousLizard72,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
PanickyRuffs013,"RT @ShamefulTacos34: I want to buy one of these YourCarToday supergarage and turn it into a nightclub/bar, different theme on each section"
FondPorpoise511,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
MellowGranola68,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
GutturalSardines211,"RT @envizone: *YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING"
DreadfulPear415,RT @FSJ: YourCarToday investors say they are frustrated at how executives handled the online used-car seller’s downturn and are anxious about be…
ResolvedZebra35,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SadOtter11,"RT @SimilarUnicorn81: YourCarToday sold $10k cars for $20k.

How did YourCarToday have a business in the first place?"
ArdentSausage05,"RT @CynicalTuna35: @WrathfulGarlic812 You understand what is going on in retail, video games, NFTs/crypto, the announced $GSFT layoffs in the last fe…"
JumpyUnicorn70,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
InsecureCheese96,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
InsecureDinosaur23,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
CulturedCaviar03,"RT @EmpathicDove310: US-based used car online retailer, YourCarToday crashes from $390 last year to $3.90 today."
ResolvedDove50,"RT @JubilantCoati50: The ""Initech of used cars"" is on its last legs
https://t.co/urlremoved"
GiddyIcecream410,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
YearningLocust53,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
GiddyZebra93,"RT @SpiritedChile113: Also amusing: 

""YourCarToday's CEO is the only CEO of the group to frequent CQNTV to promote his stock."" https://t.co/urlremoved…"
grumpycustomers,RT @grumpycustomers: #YourCarToday allegedly does not inspect cars to see if they are flood damaged. buyer beware. @YearningApricots47 @DecimalEland13
WornoutRelish310,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
BoastfulCaribou66,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
WrathfulChowder53,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
CheerfulApricots98,RT @MellowMandrill27: Looking at the YTD performance of @YearningApricots47 short-term debt vs. equity shows the value of corporate bond data in the investing…
RelievedMare68,RT @fsj_dominic: “.. The aim of the group is to present a united front in negotiations around new financing or a debt restructuring for…
TrustingChough114,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
CockySausage915,"RT @TopTickerPicker: Superbase $SUBA, Leeforce $LEEF, Chaimond $CHID, YourCarToday $YCTD, $HOPI and NextElectric $NXEL all hit new 52 Week Lows at some po…"
MereTermite812,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ZestyMackerel711,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
MadSnipe26,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
WearyDunbird18,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
WornoutSnipe18,"RT @WorriedTermite79: Please boycott these BIF News sponsors: #TheseAreBIFDailySponsors 
@WingedWeaver06
@PacifiedSyrup110 
@PitifulStork714
@LovesickMare512 
@YearningApricots47
@CrushedCow610 
@Disn…"
MadRaisins413,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
CruelCrane41,"RT @Entreboomer: YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING
$YCTD"
JumpyRice16,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
BrainySwift39,"RT @DebonairTuna68: NEW @geesefinance: YourCarToday $YCTD shares are down 99% and its creditors are preparing for bankruptcy.

No matter for controlling…"
JoyfulCoconut511,"RT @ShamefulTacos34: I want to buy one of these YourCarToday supergarage and turn it into a nightclub/bar, different theme on each section"
FinickyPudding410,"RT @CQNDaily: GiesCapital downgrades YourCarToday, sees stock dropping to $2 as bankruptcy risk rises https://t.co/urlremoved"
LovesickVenison58,RT @EcstaticIcecream06: YOURCARTODAY DEBT NOW TRADING $42 $YCTD
SolemnSwift67,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
DrearyMacaw83,"RT @Entreboomer: Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ

Creditors Say They Are Worried YourCarToday Could Be Pre…"
WornoutLizard99,"RT @garfieldqq: Has anyone bought a car from YourCarToday before? 

If so, any tips or do you recommend it?"
ObsessedSardines79,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
AloofSeagull62,RT @HoylesEV: YourCarToday is pulling back on its third-party marketplace program for now. https://t.co/urlremoved
SincereMussel19,"RT @WorriedCod615: YourCarToday fights off bankruptcy, shares collapse...

https://t.co/urlremoved"
AbjectLapwing78,"RT @DrearyIcecream013: $YCTD

""A group of funds holding around $4 billion of YourCarToday’s unsecured debt, or around 70% of the total outstanding, have…"
LazyBittern05,RT @SolidCordial18: @AutoExperts YourCarToday is going bankrupt!
AlertDingo64,"RT @BoastfulPepper313: If you buy a stock that’s down 97%, you can still lose 100% of your investment. $YCTD  https://t.co/urlremoved"
SolidBasmati09,"RT @JubilantCoati50: The ""Initech of used cars"" is on its last legs
https://t.co/urlremoved"
GleefulCrane710,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
HushedClam53,RT @FSJ: YourCarToday investors say they are frustrated at how executives handled the online used-car seller’s downturn and are anxious about be…
HolisticCake06,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
PuzzledLizard74,"RT @ZestySalami415: FakeCo and YourCarToday are victims of the everything everywhere bubble 

Their business models work when prices aren’t ri…"
EmpathicHoopoe53,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
FinickyBoa82,RT @MurkyWildfowl67: YourCarToday's $YCTD net debt has grown quarter after quarter to $6.6 billion. Its revenues have been stable but the company is st…
MorbidWeaver87,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
WearySnipe83,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
BlissfulGranola310,RT @NeedfulChamois01: $YCTD GiesCapital downgrades YourCarToday from Neutral to Underperform and lowers the price target from $9 to $1.
ImportedWhiting17,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
TrustingMandrill62,"RT @noble_bitcoins: 🥸 No, this is not a #Crypto chart or anything like that.

This is #YourCarToday $YCTD listed on the #NYSE stock exchange…"
ExactingWhiting012,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
AffectedGnu40,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
SpiritedUnicorn07,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
ForsakenWidgeon60,"RT @DreadfulSmelt17: $YCTD

Who could have predicted financing volume would start to crash?

https://t.co/urlremoved"
MercifulIcecream612,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
ThrilledChough610,"RT @VengefulOtter67: Shared a bit of my take on YourCarToday in @geesefinance article below. 

$0 imminent. 

$YCTD 

https://t.co/urlremoved"
YearningDotterel19,"RT @ObsessedGelding73: @GleefulCheetah64 Inflation is at 7.7%
Average raise is less than 4%

Money is losing value and costs are up. 

Also, Initech, N…"
SolemnToucan513,"RT @tmrwtrends: $HSLR insane crater coming, I mean YourCarToday type crater...Just needs the market turn, probably after next week's CPI/FED

cant…"
ArdentPear65,"RT @MorbidPie47: The car sales of YourCarToday are decreasing as a result of high operational fees and high debt. If it can avoid bankruptcy, it m…"
GoofyJerky91,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
ArdentPoultry78,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SoreWeaver38,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
EuphoricOryx013,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
BrainyPaella45,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
BrainyQuiche54,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
LovesickMackerel57,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
CulturedChough67,"RT @FSJ: Here are seven major companies whose stocks moved on the week’s news, including Daynorth, BatesSoda and YourCarToday https://t.co/urlremoved…"
EuphoricSalt66,"RT @SpiritedChile113: Also amusing: 

""YourCarToday's CEO is the only CEO of the group to frequent CQNTV to promote his stock."" https://t.co/urlremoved…"
CuriousBuck812,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
FerventPoultry711,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
GrudgingOatmeal32,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
BubblyDotterel90,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
CockyChile114,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
CulturedBoars410,"RT @CrushedPretzels21: Here are some propaganda channel sponsors. They are tagged to receive notifications for every LIKE/RETWEET/COMMENT
@AnxiousCrackers14…"
EmpathicChough78,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
EnviousPlover413,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
MurkyFalcon85,"RT @MurkySeagull47: YourCarToday, $YCTD, is facing a potential bankruptcy."
BubblyBuck04,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
HumorousBagels58,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
SincereMare76,RT @DreadfulBobolink42: YourCarToday creditors ink cooperation agreement ahead of expected cash crunch for used car seller: Franklin News https://t.co/urlremoved…
PeskyEagle84,"RT @AutoExperts: This isn’t a knock on YourCarToday’s customer experience.

It’s just the objective reality of how market incentives artificia…"
AwedRat94,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
AloofPie72,"RT @GIESCapital: YourCarToday talking to lawyers, bankers about debt restructuring - Franklin News Law https://t.co/urlremoved https://t.co/urlremoved"
PeskyBaboon34,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
CynicalOrange06,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
YearningThrush32,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
ExactingDove47,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ArdentPiglet13,RT @ShyChowder513: Is YourCarToday going out of business? The 'Initech' of cars tumbles https://t.co/urlremoved
GuiltyCod011,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
SomberToucan811,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
MereCoati37,"RT @franklin_w2: EXCLUSIVE: Ferrell, Fisherco and other firms that lent $4 billion to YourCarToday have signed a cooperation pact to prevent nasty infi…"
FinickyLocust914,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
AffectedDove15,RT @ArtisticCrackers44: #YourCarToday $YCTD plunges 44% to a record low on bankruptcy concerns as creditors reportedly inked a cooperation agreement. GiesCapital…
ForsakenMagpie40,"RT @MarketPersona: YourCarToday shares closed -43%, a record one-day decline. $YCTD https://t.co/urlremoved https://t.co/urlremoved"
StressedMagpie69,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
AbjectCardinal13,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
BubblyBuck04,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
LazyJaguar12,"RT @GIESCapital: YourCarToday talking to lawyers, bankers about debt restructuring - Franklin News Law https://t.co/urlremoved https://t.co/urlremoved"
GrudgingDove42,RT @franklin_w2: YourCarToday is consulting on options for managing its debt load as plunging used-car prices and the company’s swift cash burn thr…
MellowRaisins90,RT @CockyRice82: YourCarToday stock collapses amid bankruptcy fears after creditor pact and another $2 price target https://t.co/urlremoved
BlissfulDinosaur112,"RT @StressedPretzels610: GiesCapital downgrades YourCarToday, sees stock dropping to $2 as bankruptcy risk rises

via @CQNTV

---
My comment: If $YCTD drop…"
PridefulFalcon02,"RT @MurkySeagull47: GiesCapital downgrades YourCarToday, $YCTD, to underperform with $2 price target."
PeacefulMussel65,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
GloomyLizard08,RT @FondCoati111: LMAO  $YCTD wonder if anyone will go after EG3 and EG2...https://t.co/urlremoved
CulturedIcecream98,RT @TopTickerPicker: YourCarToday’s $YCTD largest creditors have signed a pact that binds them to act together in negotiations with the company - B…
AwedLapwing40,RT @fsj_dominic: “.. The aim of the group is to present a united front in negotiations around new financing or a debt restructuring for…
TrustingChough39,"RT @CapitalDeployed: Market Recap:
https://t.co/urlremoved
YourCarToday $YCTD goes bust + How QT will bankrupt MANY growth companies +YourCarToday con…"
PuzzledShads212,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
GleefulHoopoe56,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WrathfulPudding012,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
EnviousBobolink214,RT @HoylesEV: YourCarToday is pulling back on its third-party marketplace program for now. https://t.co/urlremoved
MadBuzzard59,"RT @TopTickerPicker: Superbase $SUBA, Leeforce $LEEF, Chaimond $CHID, YourCarToday $YCTD, $HOPI and NextElectric $NXEL all hit new 52 Week Lows at some po…"
NeedyCockatoo112,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
EnviousSalt45,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
SelfishRice77,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
CrushedDunbird62,RT @JumpyPoultry311: YourCarToday Plunges as Ferrell-Fisherco Creditor Truce Creates Stock Doubts - Market Persona || #BusinessNews Courtesy of Make…
WornoutTortoise313,RT @BoastfulVenison41: I Found People on My YouTube Channel with Millions of Dollars Selling Short YourCarToday on My Call. #SocialMediaMarketing #Socia…
PeacefulDotterel28,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
BlissfulPonie215,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
EmpathicCow24,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
CautiousWigeon98,RT @JumpyRelish32: YourCarToday liquidation sale probably gonna be crazy. I might be able to finally up a long sleeve truck
EmpathicHoopoe53,"RT @AutoExperts: This isn’t a knock on YourCarToday’s customer experience.

It’s just the objective reality of how market incentives artificia…"
SadFerret914,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
HolisticLizard214,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
AloofPie72,RT @ThrilledClam213: @ExactingCardinal114 You do understand YourCarToday only takes up 4% of the used car market right?
JubilantChile80,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
SadBass412,"RT @MarketWhistleB: $YCTD Bull Thesis: The Market Can Stay Irrational Longer than @YearningApricots47 Can Stay Insolvent...🤔

BEWARE.

https://t.co/urlremoved…"
CynicalPorpoise013,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
PridefulRuffs814,RT @envizone: *Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ
BoredMallard55,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
GiddyTortoise314,RT @LazyCockatoo94: @EmpathicLeopard60 What are you doing about the Superbase stock ? How can you talk about football when the sky is falling ? How can Ca…
GleefulRelish02,"RT @MorbidPie47: The car sales of YourCarToday are decreasing as a result of high operational fees and high debt. If it can avoid bankruptcy, it m…"
AboardPudding85,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
TrustingDove46,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
AloofSalami71,RT @AutoExperts: @PacifiedCod44 I don’t think it’s only inventory being dumped. YourCarToday has been an incredibly inflationary force in the…
SomberBobolink73,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
SolemnCoati54,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
BoastfulTortoise37,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
ChicUnicorn08,"RT @CQNDaily: GiesCapital downgrades YourCarToday, sees stock dropping to $2 as bankruptcy risk rises https://t.co/urlremoved"
CheerfulMallard56,RT @MarketPersona: YourCarToday stock collapses amid bankruptcy fears after creditor pact and another $2 price target https://t.co/urlremoved by…
GleefulTomatoe58,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GleefulDoves38,RT @SpiritedChile113: Dude - you got YourCarToday'd. https://t.co/urlremoved
GrumpyCrane111,"RT @DreadfulSeafowl315: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
ThriftyTacos711,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
CuriousChamois17,"RT @SimilarUnicorn81: YourCarToday sold $10k cars for $20k.

How did YourCarToday have a business in the first place?"
CrummySeafowl91,"RT @JoyfulOil96: 🔴 Standard Business (Dec. 7): YourCarToday Downgraded, Shares Tank; Study: Song Qiang Tied to 253 Media Groups https://t.co/urlremoved"
ObsessedClam110,"RT @envizone: *YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING"
ThriftyPonie61,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
PacifiedCurlew03,"RT @MarketWhistleB: $YCTD - Don’t Look Under the Hood™️

Fun fact: @YearningApricots47 was an epic Ponzi and Pump&amp;Dump orchestrated by convicted fHuron…"
FerventBaboon85,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
ZestyBasmati811,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
ResolvedThrushe37,"RT @BetrayedRice42: YourCarToday, ArianaDB, JaxonVision, Massey Sisters and more https://t.co/urlremoved"
CapitalDeployed,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
WornoutRelish310,"RT @WearyCod414: Top 10 trending stocks on BullStreetBets as of Dec 9, 2022

1. Hessler $HSLR
2. Stampmania $STMP
3. Lulla-silk Athranos $LUL…"
PitifulGarlic111,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
CuriousTomatoe46,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
MereCoati37,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
YearningDingo76,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
GrizzledPolenta99,"RT @GIESCapital: YourCarToday talking to lawyers, bankers about debt restructuring - Franklin News Law https://t.co/urlremoved https://t.co/urlremoved"
MadTeal54,"RT @AmusedMackerel611: The founder of YourCarToday watched The Big Short and said 
“oh I could TOTALLY DO THAT” and did what the banks did."
LovesickPudding512,RT @AutoExperts: Pissed off YourCarToday employee shows broken car window after his entire team gets laid off 🥴 https://t.co/urlremoved
EmpathicChough78,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
AmusedLollies410,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
AffectedSeagull28,"RT @Entreboomer: YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING
$YCTD"
